name,create_dttm,pid,gender,age,short_nm,education_level_code,speciality,semester_cnt,subcide_rate,semester_cost_amt,initial_approved_amt,initial_term,utm_source,marketing_flg,approve_dttm,approve_flg,reject_reason,util_dttm,util_flg,score
Калинин Доброслав Андреевич,2024-06-17,4be26f3c-d560-4097-9f9d-247961684537,M,20,Пермский государственный национальный исследовательский университет (ПГНИУ),MASTER,Биотехнология,2,4.2,175000,525000.0,4,social_media,0,2024-09-15,1,,2024-07-20,1,0.65
Лазарев Парамон Трифонович,2024-05-19,0b97ed6a-d74d-424f-b40f-7b507e0c9314,M,21,Московский физико-технический институт (МФТИ),MASTER,Информатика и вычислительная техника,2,4.0,250000,750000.0,4,social_media,0,2024-08-08,1,,2024-06-23,1,0.66
Михеева Кира Феликсовна,2024-06-28,ff918c86-9742-49d8-bc90-f35f0c75d789,F,16,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),BACHELOR,Прикладная математика,3,3.7,350000,2100000.0,8,social_media,0,,0,,2024-07-13,1,0.63
Валерия Семеновна Егорова,2024-06-04,e0b6198d-df3f-4d57-b899-c1765871aa16,F,19,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),BACHELOR,Физика,3,4.6,365000,2190000.0,6,bank,0,2024-08-06,1,,2024-07-23,1,0.7
Мамонтова София Аскольдовна,2024-06-20,1efd223c-b715-4f37-a7dc-ccf317a1a28,F,19,Национальный исследовательский ядерный университет «МИФИ»,BACHELOR,Автоматизация и управление,3,3.6,210000,1260000.0,8,social_media,1,2024-08-27,1,,2024-07-28,1,0.65
Раиса Святославовна Власова,2024-05-26,7aa8f6ad-8f43-4180-a3af-c0be17e9a810,F,20,Московский государственный университет имени М.В. Ломоносова (МГУ),MASTER,Прикладная математика,1,4.0,350000,0.0,4,social_media,0,,0,Заявитель найден в ЧС,,0,0.89
Якушева Элеонора Викторовна,2024-07-14,2e88b95e-2d93-4afe-9b4e-c861b2b348b,F,16,Томский государственный университет (ТГУ),BACHELOR,Автоматизация и управление,0,3.3,115000,115000.0,2,website,1,2024-08-07,1,,2024-07-27,1,0.53
Афанасьева Майя Леоновна,2024-06-15,88f59516-ea62-46ff-9278-7678f0c75b71,F,17,Пермский государственный национальный исследовательский университет (ПГНИУ),BACHELOR,Автоматизация и управление,2,4.5,170000,510000.0,6,website,0,2024-08-01,1,,2024-07-01,1,0.64
Евфросиния Геннадиевна Миронова,2024-05-31,1c9f7aa4-fb86-43aa-a117-62452bba066,F,17,Санкт-Петербургский государственный университет (СПбГУ),SPECIALTY,Информатика и вычислительная техника,4,4.0,400000,3000000.0,10,social_media,1,2024-08-09,1,,2024-06-01,1,0.65
Казаков Ратибор Трофимович,2024-06-29,7c5a054b-d6d2-47f4-87f0-bc03b650e2d,M,23,Санкт-Петербургский государственный университет (СПбГУ),MASTER,Физика,1,3.7,265000,636000.0,4,website,1,2024-08-30,1,,2024-07-15,1,0.6
Захарова Эмилия Тимофеевна,2024-07-03,8da20442-968d-4fc7-98d7-06e7a804d4e,F,17,Томский государственный университет (ТГУ),BACHELOR,Биотехнология,1,3.0,120000,180000.0,2,website,1,,0,,2024-08-11,1,0.53
Евлампий Гертрудович Агафонов,2024-05-04,49bf9780-55fc-48be-8f8a-02eb4093f8f,M,16,Санкт-Петербургский государственный университет (СПбГУ),BACHELOR,Кибернетика,1,4.0,260000,520000.0,2,website,1,2024-09-02,1,,2024-07-10,1,0.53
Ситников Игнатий Денисович,2024-06-09,4ad97b37-db84-490d-9f2e-3ff164a86746,M,19,Уральский федеральный университет имени первого Президента России Б.Н. Ельцина (УрФУ),BACHELOR,Физика,1,3.3,185000,222000.0,2,bank,0,2024-07-09,1,,2024-07-05,1,0.69
Глафира Оскаровна Самсонова,2024-05-12,23141199-35a8-43dc-a688-aa6c25541f70,F,16,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Инженерия программного обеспечения,2,4.0,310000,930000.0,6,website,0,,0,,2024-06-02,1,0.68
Назарова Ольга Васильевна,2024-05-23,b9990fc8-306a-4f42-b6f1-0dbb60a84db,F,15,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),BACHELOR,Электроника и наноэлектроника,0,3.6,390000,390000.0,2,website,1,2024-06-27,1,,2024-06-07,1,0.51
Ратибор Филиппович Дорофеев,2024-06-05,7acecf4a-f872-4274-8469-16a8b602be8c,M,17,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Биотехнология,3,3.6,275000,1650000.0,8,website,0,2024-09-08,1,,2024-07-01,1,0.54
Гаврилова Агата Мироновна,2024-05-19,839bece2-b5de-4c4d-af17-22435cc1d4e9,F,21,Томский государственный университет (ТГУ),MASTER,Биотехнология,1,3.6,220000,440000.0,4,website,0,2024-09-04,1,,2024-06-23,1,0.7
Марина Валентиновна Дементьева,2024-05-27,18b9c604-5c6f-4386-91ce-b2aed2523808,F,18,Санкт-Петербургский государственный университет (СПбГУ),SPECIALTY,Прикладная математика,2,3.9,300000,900000.0,4,bank,0,2024-08-28,1,,2024-07-10,1,0.69
Евпраксия Яковлевна Владимирова,2024-06-13,9e217f7d-68c7-457c-8bef-5d60843e8f03,F,16,Пермский государственный национальный исследовательский университет (ПГНИУ),SPECIALTY,Информатика и вычислительная техника,2,3.6,200000,800000.0,8,bank,0,,0,,2024-07-19,1,0.63
Тихонов Твердислав Августович,2024-05-22,07e9555e-f314-4a50-9b04-21c9e43e7ad,M,15,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),BACHELOR,Электроника и наноэлектроника,2,3.9,340000,1224000.0,4,bank,1,2024-08-10,1,,2024-06-05,1,0.52
Лыткина Вера Захаровна,2024-06-30,9fc5cbb6-bd7d-4358-826a-80faf5722aa5,F,19,Национальный исследовательский ядерный университет «МИФИ»,BACHELOR,Прикладная математика,2,4.5,240000,864000.0,6,bank,0,2024-08-16,1,,2024-07-18,1,0.7
Соболев Аполлинарий Авдеевич,2024-05-06,5cc23094-b6f8-4dcf-8284-b1944418fc8c,M,18,Московский физико-технический институт (МФТИ),BACHELOR,Электроника и наноэлектроника,3,3.2,240000,0.0,8,bank,0,,0,Плохая КИ,,0,0.74
Панкратий Гордеевич Поляков,2024-05-08,e6995a2c-02f4-4705-9ea0-c5e3f790e686,M,21,Московский физико-технический институт (МФТИ),MASTER,Электроника и наноэлектроника,2,4.0,290000,870000.0,4,social_media,0,2024-08-29,1,,2024-07-12,1,0.66
Кошелев Карл Валерьянович,2024-05-16,18141b1a-df57-4dbf-a512-d70ce5af973c,M,23,Московский государственный университет имени М.В. Ломоносова (МГУ),MASTER,Информатика и вычислительная техника,1,3.8,400000,600000.0,2,social_media,0,,0,,2024-05-21,1,0.6
Маркова Варвара Романовна,2024-06-13,26715125-9766-4f13-b13c-58adfd0f40c0,F,20,Сибирский федеральный университет (СФУ),MASTER,Прикладная математика,2,3.8,140000,420000.0,4,social_media,0,,0,,2024-08-23,1,0.7
Лукина Алла Филипповна,2024-06-02,473afc85-df0c-4d4b-80c3-1fda33ff24db,F,18,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Биотехнология,2,4.3,325000,975000.0,6,social_media,0,2024-08-11,1,,2024-08-11,1,0.57
Пестова Лидия Альбертовна,2024-05-05,47d08a94-1c7d-46f1-8697-02309689424,F,18,Российский государственный университет нефти и газа имени И.М. Губкина,BACHELOR,Информатика и вычислительная техника,2,3.6,260000,1040000.0,4,bank,1,2024-08-11,1,,2024-07-12,1,0.69
Баранова Нонна Мироновна,2024-06-12,05ad11dd-5588-4b06-a0c6-6833a73b5f9,F,24,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),MASTER,Электроника и наноэлектроника,2,4.9,390000,1404000.0,4,website,1,2024-08-08,1,,2024-07-30,1,0.75
г-н Лыткин Бронислав Александрович,2024-06-03,6f5b1ac9-3b28-40b6-bfca-482721fdb01,M,24,Томский государственный университет (ТГУ),MASTER,Физика,1,3.5,160000,320000.0,4,social_media,1,2024-07-12,1,,2024-06-15,1,0.69
Степанова Олимпиада Леоновна,2024-05-02,3e463e2c-4e35-4335-8575-0dd1d97fe27a,F,18,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Физика,1,3.6,365000,438000.0,2,website,0,2024-06-09,1,,2024-05-21,1,0.57
Жданова Наина Игоревна,2024-05-03,97edff93-f92d-4bd7-9fe7-03370380988d,F,19,Московский физико-технический институт (МФТИ),BACHELOR,Химия,2,3.4,210000,630000.0,6,bank,0,2024-07-27,1,,2024-07-03,1,0.55
Григорьева Ксения Рубеновна,2024-06-01,56151ccb-28fc-4981-95f7-651604ece639,F,17,Красноярский государственный университет (КГУ),SPECIALTY,Автоматизация и управление,5,4.3,130000,1248000.0,12,social_media,0,2024-08-06,1,,2024-06-15,1,0.62
Лаврентий Даниилович Фокин,2024-06-14,60a63657-8abb-454a-9f6e-c257fb36cd81,M,24,Казанский федеральный университет (КФУ),MASTER,Химия,2,3.7,200000,800000.0,4,bank,0,2024-08-15,1,,2024-08-09,1,0.73
